y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49,y50,y51,y52,y53,y54,y55,y56,y57,y58,y59,y60,y61,y62,y63,y64,y65,y66,y67,y68,y69,y70,y71,y72,y73,y74
0.54375,0.765625,0.709375,0.71875,0.753125,0.621875,0.815625,0.46875,0.6875,0.621875,0.703125,0.70625,0.73125,0.56875,0.675,0.7125,0.646875,0.6875,0.746875,0.453125,0.615625,0.715625,0.784375,0.590625,0.790625,0.671875,0.621875,0.690625,0.721875,0.646875,0.64375,0.775,1.0375,0.6,0.790625,0.934375,0.534375,0.709375,0.7625,0.70625,0.653125,1.64375,1.1875,0.546875,0.6125,1.16875,1.23125,0.721875,0.75,2.528125,1.79375,0.8,0.765625,0.859375,0.74375,0.73125,1.090625,1.753125,0.75,0.75625,0.5875,0.80625,0.68125,1.23125,1.64375,0.703125,0.628125,0.646875,0.721875,2.596875,1.403125,0.65,0.7625,2.046875,0.675
0.5875,0.73125,0.69375,0.684375,0.665625,0.665625,0.78125,0.55625,0.728125,0.659375,0.7625,0.590625,0.740625,0.521875,0.58125,0.784375,0.69375,0.825,0.6125,0.5,0.665625,0.740625,0.75,0.58125,0.725,0.715625,0.625,0.709375,0.696875,0.646875,0.671875,0.740625,1.00625,0.6625,0.734375,0.7125,0.525,0.721875,0.678125,0.73125,0.709375,0.690625,0.69375,0.496875,0.75,0.696875,1.50625,0.8125,0.753125,2.93125,1.696875,0.73125,0.721875,0.74375,0.746875,0.734375,1.3125,1.559375,0.703125,0.7625,0.565625,0.740625,0.75,0.81875,2.459375,1.38125,0.68125,1.075,0.740625,2.3125,1.671875,0.75625,0.740625,1.2875,0.70625
0.60625,0.7,0.69375,0.778125,0.684375,0.725,0.78125,0.5625,0.734375,0.653125,0.721875,0.684375,0.678125,0.528125,0.5875,0.759375,0.80625,0.66875,0.671875,0.484375,0.64375,0.721875,1.040625,0.678125,0.725,0.68125,1.378125,0.659375,0.75,0.70625,0.75,0.740625,1.94375,0.584375,0.753125,0.75625,0.509375,0.996875,0.75,0.725,0.671875,1.059375,0.978125,0.515625,1.84375,0.721875,2.221875,0.753125,0.753125,2.965625,1.9625,0.721875,0.74375,0.740625,0.696875,0.73125,1.43125,1.38125,0.740625,0.7,0.5375,0.7375,0.73125,0.725,2.140625,0.8,0.625,0.6875,0.73125,1.125,1.2125,0.709375,0.7,0.925,0.6875
0.55,0.753125,0.66875,0.74375,0.684375,0.65625,0.7625,0.49375,0.8,0.684375,0.75,0.678125,0.73125,0.5375,0.696875,0.728125,0.753125,0.7,0.6375,0.525,0.653125,1.13125,0.7375,0.678125,0.715625,0.784375,0.56875,0.659375,0.721875,0.715625,0.7125,0.759375,1.45,0.64375,0.740625,0.7,0.5,1.0375,0.815625,0.740625,0.715625,1.04375,0.853125,0.5125,0.640625,0.709375,3.0375,0.725,0.7125,4.434375,2.009375,0.740625,0.7,0.915625,0.75625,0.775,1.51875,1.45625,0.71875,0.75,0.634375,0.6875,0.74375,0.825,2.665625,0.953125,0.640625,1.009375,0.728125,0.74375,1.5125,0.725,0.73125,1.421875,1.0125
0.69375,0.696875,0.671875,0.753125,0.725,0.678125,0.775,0.7,0.709375,0.7,0.8125,0.75625,0.715625,0.584375,0.640625,0.68125,0.7125,0.70625,0.665625,0.496875,0.675,2.065625,0.7125,0.725,0.721875,0.85,0.690625,0.6875,0.734375,0.7625,0.7,0.759375,1.328125,0.65,0.73125,0.734375,0.440625,0.93125,0.7125,1.15,0.690625,0.725,1.6375,0.55625,0.79375,0.709375,2.678125,0.74375,0.728125,6.278125,1.75625,0.74375,0.775,0.946875,0.74375,0.728125,2.025,1.39375,0.746875,1.24375,0.546875,0.778125,0.740625,0.73125,2.715625,1.88125,0.725,0.78125,0.759375,0.771875,1.965625,0.71875,0.746875,0.96875,0.946875
0.5875,0.771875,0.69375,0.721875,0.70625,0.64375,0.784375,0.609375,0.6625,0.765625,0.76875,0.69375,0.709375,0.634375,0.621875,0.721875,0.803125,0.728125,0.69375,0.50625,0.56875,0.815625,0.88125,0.68125,0.725,0.84375,0.8,0.70625,0.775,0.75,0.69375,0.759375,1.44375,0.83125,0.740625,0.715625,0.475,0.871875,0.7625,0.7375,1.225,0.71875,1.4625,0.546875,0.7125,0.71875,2.575,1.071875,0.7125,3.56875,2.128125,0.790625,0.78125,0.815625,0.765625,0.778125,1.821875,1.54375,0.721875,0.740625,0.603125,0.765625,0.709375,0.978125,2.471875,1.690625,0.721875,0.803125,0.759375,0.80625,2.159375,1.16875,0.75625,3.0875,0.846875
0.628125,0.69375,0.696875,0.73125,0.7,0.703125,0.746875,0.703125,0.6875,0.74375,0.74375,0.7625,0.71875,0.615625,0.65625,0.76875,0.7375,0.6625,0.771875,0.546875,0.6125,0.8125,0.746875,0.7,0.78125,0.746875,1.01875,0.73125,0.71875,0.778125,0.675,0.771875,1.64375,0.76875,0.778125,0.709375,0.453125,1.059375,0.753125,0.896875,0.671875,0.85625,1.603125,0.559375,0.69375,0.734375,3.659375,3.003125,0.78125,8.034375,2.2,0.940625,1.265625,1.2875,1.0375,0.75625,2.003125,1.403125,0.740625,0.7625,0.6625,0.71875,0.746875,0.7375,3.1375,3.01875,0.74375,1.36875,0.8625,0.7875,3.221875,0.771875,0.740625,2.4125,1.371875
0.634375,0.71875,0.70625,0.746875,0.7625,0.721875,0.76875,0.696875,0.70625,0.7,0.73125,0.81875,0.803125,0.646875,0.7,1.075,0.809375,0.775,0.69375,0.509375,0.66875,1.50625,0.940625,0.696875,0.6625,0.878125,0.765625,0.69375,0.771875,0.75,0.74375,0.746875,1.6125,0.884375,0.7625,0.853125,0.471875,0.990625,0.75625,0.90625,0.9125,0.765625,1.415625,0.678125,0.715625,0.71875,3.459375,1.78125,0.778125,5.803125,2.3,0.903125,1.01875,1.378125,0.7875,0.753125,2.296875,1.55625,0.753125,1.003125,0.703125,0.75,0.828125,0.775,2.340625,2.203125,0.728125,0.915625,0.7625,0.759375,3.375,0.753125,0.753125,2.91875,1.19375
0.69375,0.7375,0.746875,0.79375,0.76875,0.734375,0.759375,0.690625,0.684375,0.715625,0.728125,0.790625,0.7625,0.684375,0.68125,0.75,0.721875,0.709375,0.78125,0.546875,0.65625,1.146875,1.1125,0.75625,0.71875,0.83125,0.98125,0.753125,0.740625,0.728125,0.759375,0.73125,1.953125,0.86875,0.775,2.00625,0.484375,1.096875,0.74375,0.784375,0.671875,0.7625,2.203125,0.6,0.784375,0.721875,3.534375,1.246875,0.74375,6.0125,2.13125,3.90625,0.8125,1.65,0.7125,0.803125,2.9625,1.640625,0.74375,0.75625,0.675,0.75625,0.740625,0.753125,2.55625,2.7875,0.7125,0.921875,0.753125,0.8125,3.159375,0.778125,0.809375,1.996875,1.403125
0.625,0.6875,0.721875,0.740625,0.725,0.746875,0.803125,0.771875,0.775,0.690625,0.7625,0.74375,0.778125,0.64375,0.75625,0.7125,0.759375,0.715625,0.728125,0.49375,0.66875,1.321875,0.765625,0.671875,0.696875,0.765625,0.634375,0.703125,0.759375,0.7,0.715625,0.753125,2.409375,0.9375,0.75625,3.478125,0.534375,1.125,0.753125,0.85,0.75,0.746875,2.065625,0.634375,0.70625,0.75625,5.4375,1.35,0.70625,6.55,2.496875,1.696875,1.575,1.515625,0.7875,0.740625,2.81875,1.8375,0.75,0.76875,0.653125,0.75,0.765625,0.75625,1.89375,3.371875,0.715625,1.240625,0.8375,1.075,3.390625,1.4,0.76875,1.721875,1.453125
0.665625,0.70625,0.71875,0.71875,0.70625,0.70625,0.771875,0.703125,0.728125,0.75625,0.75625,0.771875,0.775,0.64375,0.71875,0.759375,0.74375,0.71875,0.75625,0.590625,1.4,0.778125,1.165625,0.721875,0.7,0.8375,0.634375,0.746875,0.734375,0.7125,0.74375,0.734375,2.753125,0.990625,0.815625,2.578125,0.6375,1.440625,0.746875,0.7625,0.8,0.996875,3.05625,0.690625,0.746875,0.775,4.95625,3.23125,0.775,5.90625,3.5,2.59375,0.746875,2.090625,0.740625,0.753125,3.940625,1.840625,0.721875,0.759375,0.715625,0.75625,0.725,0.74375,3.109375,3.05,0.73125,1.053125,0.91875,0.853125,3.096875,3.540625,0.853125,2.978125,1.771875
0.66875,0.696875,0.75,0.7875,0.73125,0.765625,0.753125,0.734375,0.7375,0.75,0.75,0.775,0.7375,0.659375,0.740625,0.846875,1.809375,0.746875,0.728125,0.615625,1.0875,0.771875,0.9375,0.740625,0.7875,0.834375,0.73125,0.759375,0.71875,0.79375,0.753125,0.7625,2.415625,1.0875,0.74375,7.678125,0.621875,1.05,0.9875,0.871875,0.759375,0.778125,3.403125,0.659375,0.89375,0.7875,4.284375,2.6125,0.759375,7.565625,2.96875,2.459375,0.784375,1.95,0.80625,0.746875,3.784375,1.690625,0.721875,0.740625,0.728125,0.71875,0.728125,0.778125,2.678125,3.10625,0.76875,1.328125,1.26875,0.94375,3.665625,1.315625,1.50625,2.06875,1.515625
0.671875,0.675,0.68125,0.75625,0.678125,0.715625,0.765625,0.709375,0.7375,0.73125,0.771875,0.7375,0.7875,0.703125,0.74375,0.75625,0.759375,0.7875,0.75,0.546875,0.66875,0.740625,0.984375,0.771875,0.771875,0.834375,1.13125,0.69375,0.759375,0.753125,0.775,0.840625,4.434375,0.9625,0.8,4.3,0.5875,1.196875,2.628125,3.540625,0.74375,0.796875,3.95,0.66875,0.73125,0.70625,4.403125,3.521875,0.75,6.259375,3.878125,2.265625,0.75,1.540625,0.746875,0.771875,4.2375,1.778125,0.746875,0.7375,0.803125,0.740625,0.79375,0.7625,2.025,4.0125,0.846875,0.625,0.8125,0.88125,3.896875,1.1125,1.278125,2.175,1.728125
0.69375,0.7,0.703125,0.73125,0.69375,0.765625,0.771875,0.746875,0.778125,0.675,0.75625,0.74375,0.740625,0.7,0.775,0.765625,0.928125,0.709375,0.740625,0.575,0.69375,0.8,1.140625,0.746875,0.709375,0.89375,0.675,0.74375,0.721875,0.796875,0.71875,0.796875,3.2625,0.971875,0.778125,8.803125,0.5875,1.03125,1.24375,1.20625,0.75,0.85,4.2125,0.709375,0.71875,0.784375,4.971875,3.946875,0.753125,6.578125,4.14375,3.140625,0.7625,2.934375,0.771875,0.796875,4.24375,1.671875,0.778125,0.753125,0.70625,0.728125,0.7375,0.771875,2.46875,3.53125,0.94375,0.7375,0.884375,1.025,3.771875,0.853125,0.821875,2.86875,2.0625
0.6875,0.703125,0.7,0.76875,0.721875,0.721875,0.75,0.75625,0.725,0.759375,0.715625,0.746875,0.7625,0.703125,0.75625,0.796875,0.721875,0.721875,0.759375,0.65625,0.684375,0.834375,0.828125,0.81875,0.69375,0.896875,0.603125,0.7375,0.765625,0.76875,0.746875,0.73125,4.171875,1.025,0.765625,5.515625,0.665625,1.040625,0.871875,1.865625,0.740625,0.75625,5.0625,0.7125,1.73125,0.796875,6.071875,4.903125,0.784375,8.646875,5.296875,3.215625,0.775,1.734375,0.74375,0.746875,3.05,1.7875,0.746875,0.74375,1.25625,0.790625,0.74375,0.78125,2.571875,4.759375,0.79375,0.996875,0.928125,1.55,4.765625,1.759375,0.796875,2.73125,2.03125
0.690625,0.703125,0.703125,0.746875,0.709375,0.7375,0.828125,0.7625,0.8,0.74375,0.75,0.75,0.7375,0.684375,0.74375,0.753125,0.7375,0.796875,0.765625,0.68125,0.728125,0.753125,0.75625,0.771875,0.690625,0.971875,1.028125,0.753125,0.74375,0.759375,0.7375,0.790625,5.46875,1.046875,0.7625,8.125,0.659375,1.075,3.496875,0.846875,0.76875,0.78125,4.965625,0.678125,0.796875,0.73125,5.246875,4.75,0.759375,10.296875,5.771875,7.259375,2.575,3.334375,0.75,0.74375,8.659375,1.8625,0.759375,0.734375,1.190625,0.875,0.78125,0.753125,2.590625,5.828125,0.7875,1.909375,1.703125,1.346875,4.7,4.490625,0.7375,3.18125,1.734375
0.709375,0.725,0.709375,0.746875,0.703125,0.759375,0.784375,0.76875,0.778125,0.790625,0.7125,0.753125,0.775,0.69375,0.725,0.79375,0.7875,0.771875,0.809375,0.671875,0.665625,0.765625,0.740625,0.734375,0.721875,0.971875,0.734375,0.69375,0.759375,0.740625,0.784375,0.734375,3.840625,0.9125,0.80625,10.059375,0.653125,1.1125,1.26875,1.334375,1.259375,0.76875,4.26875,0.684375,0.728125,0.75,5.09375,5.3875,0.746875,8.040625,7.228125,8.95,2.10625,1.996875,0.815625,0.765625,3.684375,2.1625,0.790625,0.76875,4.678125,0.71875,0.76875,0.796875,2.25625,4.209375,0.8,1.265625,1.80625,0.91875,4.578125,5.659375,0.7375,2.6625,2.05
0.653125,0.765625,0.728125,0.71875,0.715625,0.746875,0.771875,0.765625,0.7375,0.74375,0.746875,0.73125,0.7625,0.759375,0.75625,0.765625,0.759375,0.721875,0.78125,0.671875,1.034375,0.803125,0.778125,0.7625,0.725,0.971875,0.6625,0.771875,0.753125,0.803125,0.778125,0.809375,5.403125,1.103125,0.740625,3.190625,0.684375,1.140625,4.8125,4.109375,0.759375,0.753125,5.909375,0.690625,1.14375,0.71875,6.88125,5.05625,0.8,10.325,10.6,4.809375,2.25,3.18125,0.846875,0.771875,4.31875,2.0375,0.721875,0.74375,4.3875,0.775,0.76875,1.29375,2.490625,6.3875,0.896875,2.025,1.2125,0.871875,5.496875,2.9375,0.7625,2.48125,2.73125
0.6875,0.7625,0.759375,0.778125,0.728125,0.75625,0.7375,0.7375,0.775,0.784375,0.74375,0.753125,0.76875,0.70625,0.728125,0.79375,0.771875,1.146875,0.734375,0.7375,0.78125,0.74375,1.06875,0.725,0.73125,1.015625,1.078125,0.734375,0.7625,0.728125,0.7375,0.759375,4.478125,1.04375,0.759375,4.7125,0.7125,1.2625,1.61875,4.54375,0.75625,0.853125,5.69375,0.7125,0.7625,0.753125,7.025,7.05,0.78125,7.753125,11.64375,7.896875,1.978125,3.909375,0.753125,0.715625,5.615625,1.9,0.75,0.746875,1.3125,0.9125,0.8375,0.8,2.278125,5.1375,0.759375,1.746875,4.35,1.203125,6.15,3.640625,1.41875,4.19375,2.203125
0.6375,0.778125,0.696875,0.75,0.771875,0.759375,0.8,0.809375,0.759375,0.75,0.7375,0.79375,0.753125,0.715625,0.7125,0.75625,0.78125,0.921875,0.765625,0.715625,0.83125,0.753125,1.509375,0.721875,0.7,1.0,0.853125,0.746875,0.75625,0.75625,0.81875,0.790625,5.665625,1.065625,0.76875,5.4375,0.64375,1.284375,3.18125,0.81875,0.746875,0.753125,6.059375,0.7,1.6125,0.71875,11.459375,7.109375,0.759375,9.028125,12.071875,5.4875,2.465625,3.975,0.74375,0.778125,3.503125,2.109375,0.803125,0.753125,2.278125,0.73125,0.753125,0.88125,2.3875,6.515625,1.084375,1.503125,1.0375,1.1,6.10625,4.046875,2.06875,2.878125,3.428125
0.653125,0.753125,0.73125,0.775,0.69375,0.771875,0.75625,0.76875,0.75,0.71875,0.740625,0.728125,0.803125,0.746875,0.7625,0.825,0.753125,0.734375,0.7625,0.715625,0.7625,0.76875,0.753125,0.953125,0.740625,1.184375,2.11875,0.715625,0.809375,0.73125,0.728125,0.78125,5.3125,0.996875,0.803125,12.996875,0.7375,1.2125,3.19375,2.89375,0.803125,0.809375,5.790625,0.675,1.01875,0.7375,6.515625,6.78125,0.74375,10.58125,16.91875,8.15625,3.065625,3.96875,0.7375,0.759375,3.25,2.05625,0.753125,0.796875,1.403125,0.7375,0.74375,0.75,2.6625,6.365625,0.75,2.471875,1.553125,0.93125,4.8,3.83125,1.790625,3.690625,3.459375
0.675,0.75625,0.7375,0.7375,0.709375,0.746875,0.81875,0.771875,0.78125,0.728125,0.734375,0.765625,0.709375,0.73125,0.7625,0.759375,0.809375,0.75625,0.803125,0.675,0.840625,0.75625,0.78125,0.996875,0.740625,0.990625,1.06875,0.709375,0.8,0.884375,0.728125,0.75625,4.653125,1.078125,0.75,7.315625,0.628125,1.33125,4.553125,2.85625,0.746875,0.803125,7.178125,0.709375,0.809375,0.746875,6.965625,8.546875,0.75625,13.296875,12.771875,7.39375,3.01875,3.515625,0.759375,0.76875,3.478125,2.165625,0.740625,0.759375,2.584375,0.7375,0.746875,1.009375,3.028125,13.375,1.21875,1.934375,1.459375,1.034375,7.2125,6.034375,2.6125,8.1375,4.046875
0.665625,0.784375,0.765625,0.7625,0.703125,0.728125,0.784375,0.746875,0.803125,0.78125,0.75625,0.759375,0.753125,0.715625,0.828125,0.815625,0.7375,0.825,0.765625,0.728125,0.746875,0.771875,0.7625,0.903125,0.73125,0.971875,1.503125,0.71875,0.775,0.7625,0.784375,0.79375,5.04375,1.109375,0.771875,7.178125,0.6875,1.115625,4.159375,2.4125,0.80625,0.746875,8.471875,0.70625,1.271875,0.76875,7.965625,10.5375,0.7625,8.815625,22.096875,6.1875,4.053125,4.671875,0.753125,0.775,3.0375,1.978125,0.778125,0.734375,2.978125,0.878125,0.8125,1.0875,3.040625,7.621875,1.81875,1.6125,1.959375,0.99375,6.740625,4.934375,3.1625,4.990625,6.696875
0.684375,0.728125,0.69375,0.75625,0.709375,0.8,0.78125,0.778125,0.765625,0.740625,0.746875,0.803125,0.79375,0.75,0.771875,0.76875,0.7625,0.96875,0.796875,0.69375,0.7125,0.759375,1.034375,0.890625,0.74375,1.021875,1.40625,0.725,0.796875,0.75,0.8,0.746875,5.365625,1.18125,0.803125,10.0625,0.68125,1.328125,5.528125,9.415625,1.534375,0.809375,7.0,0.703125,3.1625,0.775,7.690625,7.5375,0.734375,11.71875,19.375,6.540625,4.6125,6.91875,0.759375,0.76875,3.659375,2.15,0.746875,0.75625,4.45,0.971875,0.809375,1.8,4.125,9.06875,1.4625,2.74375,3.246875,1.015625,6.90625,5.396875,7.16875,4.909375,4.490625
0.73125,0.728125,0.765625,0.7625,0.725,0.76875,0.76875,0.775,0.821875,0.775,0.746875,0.778125,0.784375,0.7,0.821875,0.771875,0.79375,0.725,0.79375,0.715625,1.146875,0.775,0.859375,0.840625,0.734375,0.978125,1.209375,0.7375,0.790625,0.796875,0.78125,0.771875,4.51875,1.190625,0.775,6.915625,1.61875,1.296875,7.146875,12.834375,0.81875,0.8625,7.66875,0.71875,6.990625,0.7625,8.853125,9.76875,0.765625,8.4125,21.109375,7.534375,4.79375,6.24375,0.76875,0.753125,11.890625,2.1375,0.771875,0.778125,4.153125,1.021875,0.765625,1.165625,3.6375,6.95625,1.384375,1.86875,2.3125,2.70625,6.25625,5.3,4.778125,3.71875,5.55625
0.68125,0.765625,0.715625,0.753125,0.728125,0.775,0.75,0.740625,0.8,0.778125,0.746875,0.8125,0.821875,0.7375,0.8,0.790625,0.83125,0.759375,0.765625,0.73125,0.909375,0.83125,0.796875,0.821875,0.740625,1.021875,1.371875,0.740625,0.784375,0.778125,0.7375,0.821875,5.440625,1.265625,0.79375,6.671875,0.70625,1.546875,9.75,10.621875,1.28125,0.7875,9.128125,0.6875,5.56875,0.725,7.459375,12.284375,0.778125,8.4125,19.06875,7.840625,3.884375,5.19375,0.76875,0.771875,5.00625,2.0625,0.775,0.740625,7.209375,0.990625,0.76875,1.803125,3.26875,7.665625,0.778125,2.875,2.24375,1.046875,6.034375,6.134375,6.15625,4.4125,10.70625
0.665625,0.7625,0.728125,0.7625,0.71875,0.765625,0.76875,0.734375,0.753125,0.746875,0.8125,0.76875,0.803125,0.746875,0.821875,0.75,0.765625,0.7125,0.790625,0.75625,1.421875,0.784375,0.80625,0.703125,0.690625,1.0375,1.696875,0.746875,0.803125,0.784375,0.759375,0.8,4.975,1.24375,0.759375,9.315625,0.721875,1.45,6.7875,17.771875,1.765625,0.759375,7.453125,0.703125,4.9625,0.7875,8.09375,18.834375,0.740625,8.1375,19.3,6.815625,6.984375,7.871875,0.909375,0.7625,9.428125,2.196875,0.76875,0.721875,5.296875,1.0375,0.80625,3.39375,3.278125,6.18125,1.003125,2.2125,2.371875,1.440625,6.8375,7.25625,10.346875,4.528125,6.778125
0.73125,0.75,0.725,0.696875,0.75,0.7625,0.753125,0.7875,0.75,0.765625,0.740625,0.753125,0.765625,0.69375,0.821875,0.7875,0.8,0.696875,0.784375,0.728125,0.6875,0.7375,0.94375,0.7375,0.73125,1.021875,1.51875,0.73125,0.8125,0.74375,0.746875,0.753125,5.4375,1.271875,0.76875,7.09375,0.7625,1.446875,7.896875,11.6375,2.11875,0.78125,8.328125,0.6875,7.546875,0.8,9.44375,15.009375,0.728125,7.775,21.4125,6.884375,4.996875,8.259375,0.75625,0.825,5.53125,2.078125,0.76875,0.759375,7.065625,1.115625,0.771875,2.359375,3.359375,7.765625,1.325,5.125,2.659375,1.809375,7.571875,5.79375,3.965625,4.7875,7.1125
0.715625,0.7125,0.7125,0.778125,0.728125,0.775,0.778125,0.75,0.771875,0.746875,0.7375,0.796875,0.7875,0.771875,0.76875,0.746875,0.821875,0.715625,0.765625,0.778125,0.7,0.89375,0.75625,0.7625,0.76875,1.140625,1.396875,0.728125,0.784375,0.75,0.771875,0.784375,5.45625,1.409375,0.784375,7.31875,0.73125,1.540625,7.85,11.61875,2.053125,0.840625,12.334375,0.73125,5.303125,0.80625,10.3875,13.971875,0.809375,8.703125,21.0,8.121875,4.903125,7.309375,0.778125,0.79375,9.134375,2.175,0.803125,0.771875,5.6625,1.03125,0.809375,4.328125,3.396875,9.553125,0.9375,4.315625,3.475,2.69375,6.4875,4.828125,7.09375,4.1,7.809375
0.678125,0.746875,0.7375,0.721875,0.715625,0.775,0.803125,0.7375,0.75625,0.79375,0.7375,0.765625,0.75625,0.70625,0.834375,0.76875,0.790625,0.74375,0.771875,0.765625,1.253125,0.778125,0.771875,0.75,0.715625,1.246875,1.475,0.74375,0.9,0.75625,0.80625,0.81875,5.071875,1.35,0.803125,6.00625,0.71875,1.371875,14.0875,12.353125,1.05,0.821875,8.20625,0.715625,5.034375,0.76875,10.5,18.13125,0.80625,7.85625,21.259375,10.48125,5.596875,8.671875,0.7375,0.7625,8.528125,2.11875,0.803125,0.765625,7.61875,0.9875,0.803125,4.96875,3.834375,19.2,0.78125,2.5375,5.64375,3.24375,8.409375,5.953125,9.21875,4.225,8.75
